mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
7,4419.943064513274,894.1064661751407,483.7166125851181,614.9325006887685,0.0,29004.038816147877,0.22053185649380727,1.0,100.0
8,10642.359755129872,437.411702572208,536.420521512533,614.9325006887685,3931.038816147877,35001.41843550078,0.2661328595105892,1.0,40.47486232789884
9,4391.165376869465,1344.6451730050176,1444.5127752246844,357.05758104509135,6287.360349250663,32648.29827985483,0.28424705412289264,1.0,0.0
10,2067.1283208059644,687.6866532806343,3904.7100309266934,368.9595004132611,7575.298279854829,23554.14544274664,0.2050703040352356,1.0,56.60452880535868
11,4960.869922296975,1322.0684499096387,171.4805292768724,357.05758104509135,0.0,29308.545704631295,0.2551700461003215,1.0,100.0
12,5136.570265882381,2135.737974104981,602.3956926240426,368.9595004132611,4235.545704631295,31373.953046950053,0.27315217636590267,1.0,46.358814355377284
1,2204.436211236145,357.4030663395206,360.33546639965425,368.9595004132611,6136.148315085201,27070.349042627604,0.23568355396315552,1.0,0.0
2,1839.9937200415216,1001.5245455099393,96.73247847066523,333.25374230875195,1997.349042627604,27484.532044772044,0.23928957033859327,1.0,70.81485389662816
3,6903.855170395422,1395.1018742668784,590.7580804014324,368.9595004132611,2411.532044772044,32412.239463847603,0.28219184675880177,1.0,68.47891417140588
4,4184.557012572807,1481.256690032118,-0.9862213814376446,595.0959684084856,7339.2394638476035,30144.703955577876,0.22920489001271893,1.0,11.961879991405624
5,1010.6110352545686,406.67313523661505,250.03052168274007,614.9325006887685,5071.703955577876,25625.321148119674,0.1948418177849966,1.0,21.12839405362122
6,10616.949748983141,294.4703490220236,442.5664590387205,595.0959684084856,552.321148119674,34946.75767055797,0.2657172470489379,1.0,92.1670633224988
7,5007.818751906423,509.68241093936376,2477.100720506627,614.9325006887685,9873.75767055797,27498.467941650393,0.2090842666550059,1.0,35.73638551744291
8,181.97288574139324,224.8151948629784,590.7791636848851,614.9325006887685,2425.467941650393,24274.076416230717,0.18456764489514918,1.0,71.70878374181962
9,660.1531935709771,707.7049851648626,981.577388707392,357.05758104509135,0.0,24303.299625214073,0.2115926920514467,1.0,100.0
10,9726.887372422882,656.7846044421349,442.29143694742015,368.9595004132611,0.0,33875.720664718414,0.2949334057995204,1.0,100.0
11,3480.9416959617183,1703.091276403109,474.9936076456652,357.05758104509135,7375.389949026056,30852.312499366428,0.2686105984958797,1.0,0.0
